Podcast,Show,Series,Episode,Title,Speaker,Date,Scripture,Description,YouTube,AudioFile,Spotify,Bulletin,Artwork
The Sunday Sermon,The Sunday Sermon,Esther,7,Restoration of “the Kingdom” within a Kingdom,Rev. Tolivar Wills,4/15/2007,Esther 6,,,,,,
The Sunday Sermon,The Sunday Sermon,John,19,Two Resurrections?,Rev. Preston Graham,4/22/2007,John 5:19-30,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Let the Church Be the Church: A Missional Strategy for the End Times,Rev. Preston Graham,4/29/2007,1 Peter 4:7-11,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Two Ways to Live,Rev. Clay Daniel,5/6/2007,Colossians 3:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,John,20?,When Keeping It Secret is a Good Thing,Rev. Preston Graham,5/13/2007,John 7:1-19,,,,,,
The Sunday Sermon,The Sunday Sermon,John,21,"A Divided Response, Then and Now!",Rev. Preston Graham,5/20/2007,John 7:19-53,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Loving That Which is Supreme,Rev. Tolivar Wills,5/27/2007,Philippians 3:1-21,,,,,,
The Sunday Sermon,The Sunday Sermon,James,1,“It’s all Good”,Rev. Tolivar Wills,6/3/2007,"James 1:1-4, 13-18",,,,,,
The Sunday Sermon,The Sunday Sermon,James,2,Bitter or Beautiful,Rev. Clay Daniel,6/10/2007,James 1:12-18,,,,,,
The Sunday Sermon,The Sunday Sermon,James,3,Doers or Hearers?,Rev. Preston Graham,6/17/2007,James 1:19-27,,,,,,
The Sunday Sermon,The Sunday Sermon,James,4,Mercy’s Triumph,Rev. Clay Daniel,6/24/2007,James 2:1-13,,,,,,
The Sunday Sermon,The Sunday Sermon,James,5,Faith on the Move,Rev. Tolivar Wills,7/1/2007,James 2:14-26,,,,,,
The Sunday Sermon,The Sunday Sermon,,,As Unto the Lord...,Rev. Preston Graham,7/8/2007,Matthew 25:31-46,,,,,,
The Sunday Sermon,The Sunday Sermon,James,6,The Taming of the Tongue for the Sake of Unity,Rev. Preston Graham,7/15/2007,"James 3:1-12, 4:11-12",,,,,,
The Sunday Sermon,The Sunday Sermon,James,7,The Good Life,Rev. Clay Daniel,7/22/2007,James 3:13-18,,,,,,
The Sunday Sermon,The Sunday Sermon,James,8,A Counter-Intuitive Faith,Rev. Tolivar Wills,7/29/2007,James 4:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,James,9,Come Now...Consider What Really is a Noble Dream for Your Life,Rev. Preston Graham,8/5/2007,James 4:13-5:6,,,,,,
The Sunday Sermon,The Sunday Sermon,James,10,Play the Field: Bagger Vance & James on the Same Golf Course,Rev. Tolivar Wills,8/12/2007,James 5:7-12,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Into the Heavenly Festal Gathering: An Exposition on Worship,Rev. Preston Graham,8/19/2007,Hebrews 12:18-29,,,,,,
The Sunday Sermon,The Sunday Sermon,James,11,Homeopathic Medicine for the Soul,Rev. Clay Daniel,8/26/2007,James 5:13-20,,,,,,
The Sunday Sermon,The Sunday Sermon,James,12,My Brother’s Keeper?,Rev. Tolivar Wills,9/2/2007,James 5:19-20,,,,,,
The Sunday Sermon,The Sunday Sermon,Ephesians,1,Expositions in the Spirituality of Divine Presence: The Christ-Centered Dynamic,Rev. Preston Graham,9/9/2007,"Ephesians 1:1-14, 20-23",,,,,,
The Sunday Sermon,The Sunday Sermon,Ephesians,2?,The Dogma IS The Drama: An Exposition on Christian Spirituality,Rev. Preston Graham,9/16/2007,Ephesians 4:1-16,,,,,,
The Sunday Sermon,The Sunday Sermon,Ephesians,3?,Embodying the Gospel in Community: An Exposition on Christian Spirituality,Rev. Preston Graham,9/23/2007,"Ephesians 4:1-6,25-5:2",,,,,,
The Sunday Sermon,The Sunday Sermon,Ephesians,4?,In Him in the Heavenly Places and the Sacramental Way of Life: Expositions in Christian Spirituality,Rev. Preston Graham,9/30/2007,"Ephesians 1:7-10, 20-23, 2:4-7, 3:14-21",,,,,,
The Sunday Sermon,The Sunday Sermon,Ephesians,5?,Let There Be Light! An Exposition on Missional Spirituality,Rev. Preston Graham,10/7/2007,"Ephesians 5:3-17, 6:10-15",,,,,,
The Sunday Sermon,The Sunday Sermon,,,Solomon’s Benediction,Rev. David Hutchinson,10/14/2007,1 Kings 8:54-61,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Supremacy of Christ,Rev. Preston Graham,10/21/2007,Colossians 1:13-20,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Jesus: Sabbath Rest for the Nations,Rev. Tolivar Wills,10/28/2007,Luke 4:15-30,,,,,,
The Sunday Sermon,The Sunday Sermon,John,22,Neither Do I Condemn You!,Rev. Preston Graham,11/4/2007,John 8:1-11,,,,,,
The Sunday Sermon,The Sunday Sermon,John,23,The Light of the Tabernacle,Rev. Preston Graham,11/11/2007,John 8:12-30,,,,,,
The Sunday Sermon,The Sunday Sermon,John,24,The Joy of Abraham,Rev. Preston Graham,11/18/2007,John 8:30-59,,,,,,
The Sunday Sermon,The Sunday Sermon,John,25,God’s Present Re-Creation Work in Christ,Rev. Preston Graham,11/25/2007,John 9: 1-12,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent: The Christmas Party: Lessons from the Ancient Pilgrimage Festivals,1,"Lesson 1: Sabbath, The First of All Festivals!",Rev. Preston Graham,12/2/2007,"Leviticus 23:1-3, 37-38",,,,,,
The Sunday Sermon,The Sunday Sermon,Advent?,,The Coattails of Christ,Rev. Clay Daniel,12/9/2007,Leviticus 23:4-8,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent: The Christmas Party: Lessons from the Ancient Pilgrimage Festivals,3,Lesson 3: A Celebration: The Best is Yet to Come!,Rev. Preston Graham,12/16/2007,Leviticus 23:9-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent?,,"Finally, Life As It Was Meant To Be",Rev. Tolivar Wills,12/23/2007,Leviticus 23:23-44,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,1,In Awe of the Gospel,Rev. Tolivar Wills,12/30/2007,1 Thessalonians 1:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Our First Prayer and Passion!,Rev. Preston Graham,1/6/2008,Matthew 6:9-13,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Power of the Kingdom of God,Rev. Preston Graham,1/13/2008,,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,2,Embodying the Gospel,Rev. Tolivar Wills,1/20/2008,1 Thessalonians 2: 1-12,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Return of the King,Rev. Tolivar Wills,1/27/2008,Matthew 28:16–20,,,,,,
The Sunday Sermon,The Sunday Sermon,John,26?,The Good Shepherd,Rev. Preston Graham,2/3/2008,John 10:1-21,,,,,,
The Sunday Sermon,The Sunday Sermon,John,27,Hanukkah for Christmas,Rev. Preston Graham,2/10/2008,John 10:22-42,,,,,,
The Sunday Sermon,The Sunday Sermon,John,28,"You're Late, God!",Rev. Preston Graham,2/17/2008,John 11,,,,,,
The Sunday Sermon,The Sunday Sermon,John,29,The Triumph of Humiliation Anticipated!,Rev. Preston Graham,2/24/2008,John 12:1-19,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,3,The Christian's Identity Crisis,Rev. Tolivar Wills,3/2/2008,1 Thessalonians 2: 13-16,,,,,,
The Sunday Sermon,The Sunday Sermon,John,30,"A Scandalous Paradox, Part 1",Rev. Preston Graham,3/9/2008,John 12:20-36,,,,,,
The Sunday Sermon,The Sunday Sermon,John,31,"A Scandalous Paradox, Part 2: The Scandal of Unbelief",Rev. Preston Graham,3/16/2008,John 12:36-50,,,,,,
The Sunday Sermon,The Sunday Sermon,John,32?,"If Easter, Then What's Heaven?",Rev. Preston Graham,3/23/2008,John 14:1-7,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,4,The Heart of the Father,Rev. Tolivar Wills,3/30/2008,1 Thessalonians 2:17-3:10,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,5,Offering of the Whole Person,Rev. Tolivar Wills,4/6/2008,1 Thessalonians 3:11-4:8,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,6,Loving in the Everyday Stuff,Rev. Tolivar Wills,4/13/2008,1 Thessalonians 4:9-12,,,,,,
The Sunday Sermon,The Sunday Sermon,,,What We Owe Our Elders NOT to Our Harm!,Rev. Preston Graham,4/20/2008,Hebrews 13:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,7,"Don't Worry, This is Not the End",Rev. Tolivar Wills,4/27/2008,1 Thessalonians 4:13-18,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,8,Living in Light of the King's Return,Rev. Tolivar Wills,5/4/2008,1 Thessalonians 5:1-5:11,,,,,,
The Sunday Sermon,The Sunday Sermon,,,"A Woman's Relation to the Home: Part I: Bible, Gender, & the Home",Rev. Preston Graham,5/11/2008,Titus 2:1-5,,,,,,
The Sunday Sermon,The Sunday Sermon,John,33,Neural Buddhism or Christian Spirituality?,Rev. Preston Graham,5/18/2008,John 14:8-31,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Ambassadors for Christ,Rev. Kevin Nelson,5/25/2008,2 Corinthians 5:11-21,,,,,,
The Sunday Sermon,The Sunday Sermon,John,34,Real Union with Christ Explored,Rev. Preston Graham,6/1/2008,John 15,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,9,Shalom: The Gospel Ethic,Rev. Tolivar Wills,6/8/2008,1 Thessalonians 5:12-28,,,,,,
The Sunday Sermon,The Sunday Sermon,,6?,A Man's Relation to the Home - Part 2: Bible & Gender on Father's Day,Rev. Preston Graham,6/15/2008,Ephesians 5:25-6:4,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,1,Keep Moving Forward…in Faith,Rev. Tolivar Wills,6/22/2008,Joshua 1:1-18,,,,,,
The Sunday Sermon,The Sunday Sermon,John,35,The Case for Optimism Amidst Much Travail,Rev. Preston Graham,6/29/2008,John 16,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Great Hope for the Homeless (Missions Week 2008),Rev. Preston Graham,7/6/2008,Matthew 12:1-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,2,Kingdom Consummation: The Ground Work Has Already Been Laid,Rev. Tolivar Wills,7/13/2008,Joshua 2,,,,,,
The Sunday Sermon,The Sunday Sermon,John,36,Our Greatest Accomplishment Accomplished?,Rev. Preston Graham,7/20/2008,John 17,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Your New Address,Rev. Kevin Nelson,7/27/2008,Romans 5:21-6:14,,,,,,
The Sunday Sermon,The Sunday Sermon,John,37,The Royal Temple Builder: The Destruction of the Old to Raise Up the New,Rev. Preston Graham,8/3/2008,John 18-19:42,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,3,Kingdom Consummation: A Renewing of Hope,Rev. Tolivar Wills,8/10/2008,Joshua 3-4,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,4,Kingdom Consummation: Knowing Our Identity & Purpose,Rev. Tolivar Wills,8/17/2008,Joshua 5:1-12,,,,,,
The Sunday Sermon,The Sunday Sermon,John,38,Ascension Rediscovered!,Rev. Preston Graham,8/24/2008,John 20:1-23,,,,,,
The Sunday Sermon,The Sunday Sermon,Jonah,1,Hard Lessons in God's Mercy: Mercy for Rebels,Rev. Kevin Nelson,8/31/2008,Jonah 1:1-2:10,,,,,,
The Sunday Sermon,The Sunday Sermon,John,39,Doubting Unto Faith,Rev. Preston Graham,9/7/2008,John 20:24-31,,,,,,
The Sunday Sermon,The Sunday Sermon,John,40,The Mediatorial Shepherds of God,Rev. Preston Graham,9/14/2008,John 21:1-19,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Common Unity,Rev. Preston Graham,9/21/2008,Psalm 133,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,5,Kingdom Consummation: Knowing Our Ultimate Reality,Rev. Tolivar Wills,9/28/2008,Joshua 5:1-15,,,,,,
The Sunday Sermon,The Sunday Sermon,Jonah,2,Hard Lessons in God's Mercy: Surprised by Mercy,Rev. Kevin Nelson,10/5/2008,Jonah 3:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Life Caught in Rorshach?,Rev. Preston Graham,10/12/2008,Revelation 4:1-5:14,,,,,,
The Sunday Sermon,The Sunday Sermon,Jonah,3,Hard Lessons in God's Mercy: The Radical Cure,Rev. Kevin Nelson,10/19/2008,Jonah 4:1-11,,,,,,
The Sunday Sermon,The Sunday Sermon,Ezekiel,1,A Glorious Vision for the Visionless,Rev. Preston Graham,10/26/2008,Ezekiel 1:1-28,,,,,,
The Sunday Sermon,The Sunday Sermon,Ezekiel,2,When Bitter is Sweet,Rev. Preston Graham,11/2/2008,Ezekiel 2-3:21,,,,,,
The Sunday Sermon,The Sunday Sermon,Ezekiel,3,Enactment Prophecy Fulfilled!,Rev. Preston Graham,11/9/2008,Ezekiel 3:16-27,,,,,,
The Sunday Sermon,The Sunday Sermon,Ezekiel,4,Under Siege!,Rev. Preston Graham,11/16/2008,Ezekiel 4:1-3,,,,,,
The Sunday Sermon,The Sunday Sermon,Ezekiel,5,An Exile's Hope,Rev. Preston Graham,11/23/2008,Ezekiel 4:4-5:4,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2008: The Messiah of Händel,1,Christ the Victor Leading Us Home,Rev. Kevin Nelson,11/30/2008,Isaiah 40:1-11,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2008: The Messiah of Händel,2,Christ the Judge and Justifier: Are You Ready?,Rev. Preston Graham,12/7/2008,"Malachi 3:1-4,4:5-6",,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2008: The Messiah of Händel,3,"Christ, the Good News: Better Times Are Comin’",Rev. Tolivar Wills,12/14/2008,Isaiah 9:1-7,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2008: The Messiah of Händel,4,Christ the Firstborn of New Creation: A War Horse in Donkey’s Disguise,Rev. Preston Graham,12/21/2008,Zechariah 9:9-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,6,Restoration of the Kingdom,Rev. Tolivar Wills,12/28/2008,Joshua 6:1-27,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,1,The Fellowship of the Son,Rev. Kevin Nelson,1/4/2009,1 Corinthians 1:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Ezekiel,6?,"The Road to Damnation, Part 1: Listening to the Wrong Voices",Rev. Preston Graham,1/11/2009,Ezekiel 13:1-16,,,,,,
The Sunday Sermon,The Sunday Sermon,Ezekiel,7?,"The Road to Damnation, Part 2 Relying on the Wrong Power",Rev. Preston Graham,1/18/2009,Ezekiel 20:1-26,,,,,,
The Sunday Sermon,The Sunday Sermon,Ezekiel,8?,"The Road to Damnation, Part 3: Taking Pleasure in the Wrong Lovers",Rev. Preston Graham,1/25/2009,Ezekiel 23:1-27,,,,,,
The Sunday Sermon,The Sunday Sermon,Ezekiel,9?,"The Road to Salvation: ""That You Might Know""",Rev. Preston Graham,2/1/2009,Ezekiel 20:33-44,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,2,Foolishness,Rev. Kevin Nelson,2/8/2009,1 Corinthians 1:17-25,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,3,Less is More,Rev. Tolivar Wills,2/15/2009,1 Corinthians 1:26-2:5,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,4,For Mature Audiences,Rev. Kevin Nelson,2/22/2009,1 Corinthians 2:6-13,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,5,Mere Humanity,Rev. Kevin Nelson,3/1/2009,1 Corinthians 2:14-3:4,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,6,"One Holy Catholic (and Local) Church, Part 1: The Church Building Project",Rev. Kevin Nelson,3/8/2009,1 Corinthians 3:5-15,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,7,"One Holy Catholic (and Local) Church, Part 2: Finding God",Rev. Kevin Nelson,3/15/2009,1 Corinthians 3:16-23,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,8,Looking Beyond the Man,Rev. Tolivar Wills,3/22/2009,1 Corinthians 4:1-7,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,9,A Truly Alternative Lifestyle,Rev. Kevin Nelson,3/29/2009,1 Corinthians 4:8-21,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,10,Keeping Our Father's House in Order,Rev. Tolivar Wills,4/5/2009,1 Corinthians 5:1-13,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,11?,The Death of Death in the Resurrection of Christ,Rev. Kevin Nelson,4/12/2009,1 Corinthians 15:12-28,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,12,"Live in the 'Real' World, Part I",Rev. Tolivar Wills,4/19/2009,1 Corinthians 6:1-11,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,13,"Live in the 'Real' World, Part II: Putting Your Body in His Hands",Rev. Tolivar Wills,4/26/2009,1 Corinthians 6:12-20,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,14,Challenging the “Status” of Marital Status,Rev. Kevin Nelson,5/3/2009,1 Corinthians 7:1-24,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,15?,Not My Problem: Words to Destroy a Church,Rev. Kevin Nelson,5/10/2009,1 Corinthians 8:1-13,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,16,Freedom from Our Rights,Rev. Kevin Nelson,5/17/2009,1 Corinthians 9:1-18,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,17,All for the Sake of the Gospel,Rev. Kevin Nelson,5/24/2009,1 Corinthians 9:19-27,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,18,Warning: Idolatry is Hazardous to One's Spirituality,Rev. Tolivar Wills,5/31/2009,1 Corinthians 10:1-22,,,,,,
The Sunday Sermon,The Sunday Sermon,,,We Would See Jesus!,Rev. Preston Graham,6/7/2009,John 12:20-26,,,,,,
The Sunday Sermon,The Sunday Sermon,,,"We Would See Jesus! Part 2: In Search of ""The Shack""",Rev. Preston Graham,6/14/2009,Matthew 26:17-30,,,,,,
The Sunday Sermon,The Sunday Sermon,,,"We Would See Jesus in His Creation Temple, Part 3",Rev. Preston Graham,6/21/2009,Romans 1:18-25,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,19,Whose World Is It?,Rev. Kevin Nelson,6/28/2009,1 Corinthians 10:23-11:1,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Presence of Jesus in His Bodily Absence,Bryan Bademan,7/5/2009,John 14:15-24,,,,,,
The Sunday Sermon,The Sunday Sermon,,,A Thing Signified & the Sign: How Are They Related?,Rev. Preston Graham,7/12/2009,Genesis 17:9-14,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Locating Ourselves by the Compass of Grace,Rev. Tolivar Wills,7/19/2009,Ephesians 2:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,20,"Gender, Glory, and the Image of God",Rev. Kevin Nelson,7/26/2009,1 Corinthians 11:2-16,,,,,,
The Sunday Sermon,The Sunday Sermon,Titus,1,Healthy Walk vs Empty Talk,Rev. Preston Graham,8/2/2009,Titus 1,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,21,Discerning the Body,Rev. Kevin Nelson,8/9/2009,1 Corinthians 11:17-34,,,,,,
The Sunday Sermon,The Sunday Sermon,Titus,2,The Beautiful Life,Rev. Preston Graham,8/16/2009,Titus 2:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,Titus,3,The Epiphanies of Salvation,Rev. Preston Graham,8/23/2009,Titus 2:11-3:8,,,,,,
The Sunday Sermon,The Sunday Sermon,Titus,4,Oppression and Liberation Revisited,Rev. Preston Graham,8/30/2009,Titus 3,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,22,Being Spiritual is an Inner-Body Experience,Rev. Kevin Nelson,9/6/2009,1 Corinthians 12:1-31,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,1?,Parochial lord or Lord of All,Rev. Preston Graham,9/13/2009,Romans 10:11-13,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,2?,"It's All About Christ, BUT WHY?",Rev. Preston Graham,9/20/2009,Romans 1:1-7,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,3,I Am Not Ashamed!,Rev. Preston Graham,9/27/2009,Romans 1:8-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,4,Preaching God’s Anger in an Age of Tolerance: A Sermon For The Broadminded!,Rev. Preston Graham,10/4/2009,Romans 1:18-32,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,23,Taking the Love Test,Rev. Kevin Nelson,10/11/2009,1 Corinthians 12:31-13:13,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,5,Hell Week Secured!,Rev. Preston Graham,10/18/2009,Romans 2:1-16,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,6,Can Idolatry Be Christian?,Rev. Preston Graham,10/25/2009,Romans 2:17-29,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,7,Preparatory Grace,Rev. Preston Graham,11/1/2009,Romans 3:1-20,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,24,The Sacramental Word,Rev. Kevin Nelson,11/8/2009,1 Corinthians 14:1-40,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,8,What the Unrighteous Dare to Hope!,Rev. Preston Graham,11/15/2009,Romans 3:21-31,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,9,Can Christians Boast? Yes and No,Rev. Preston Graham,11/22/2009,Romans 4,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2009: Pre-Incarnations,1,Preparing for the Fearful Advent of Christ,Rev. Preston Graham,11/29/2009,"Genesis 3:8-15,20-21",,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2009: Pre-Incarnations,2,Preparing for the Suffering Deliverance of Christ,Rev. Preston Graham,12/6/2009,Genesis 32:22-32,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2009: Pre-Incarnations,3,Preparing for the Abundant Life,Rev. Kevin Nelson,12/13/2009,Joshua 5:13-15,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2009: Pre-Incarnations,4,Preparing for the Advent of Life in the Face of Death,Rev. Kevin Nelson,12/20/2009,Daniel 3:16-30,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2009: Pre-Incarnations,5,Transcending Incarnation: The Hope of Glory Amidst Struggle,Rev. Preston Graham,12/27/2009,Matthew 17:1-13,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,25,What 'Then' Means to 'Now',Rev. Kevin Nelson,1/3/2010,"1 Corinthians 15:1-11, 29-34",,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,26,Getting Physical With Our Hope,Rev. Kevin Nelson,1/10/2010,1 Corinthians 15:35-49,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,27,A Death-Defying Faith,Rev. Kevin Nelson,1/17/2010,1 Corinthians 15:50-58,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,28,For the Money of Love: Building God's Great Society,Rev. Kevin Nelson,1/24/2010,1 Corinthians 16:1-24,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Bread of Death and Life,Rev. Alan Vance,1/31/2010,Mark 8:14-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,10?,Is Christ Good News for Everyone?...A Mandate to Be Missional!,Rev. Preston Graham,2/7/2010,Romans 10:12-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,11?,"When Boasting is Not Only Allowed, but Encouraged!",Rev. Preston Graham,2/14/2010,Romans 5:1-11,,,,,,
The Sunday Sermon,The Sunday Sermon,Ruth,1,Hope By Faith Through Love,Rev. Kevin Nelson,2/21/2010,Ruth 1:1-22,,,,,,
The Sunday Sermon,The Sunday Sermon,Ruth,2,Risky Love,Rev. Kevin Nelson,2/28/2010,Ruth 2,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,12,Cosmic Child Abuse or an Amazing & Objectifying Grace?,Rev. Preston Graham,3/7/2010,Romans 5:6-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,13,An Amazing and Subjectifying Grace!,Rev. Preston Graham,3/14/2010,Romans 6:1-14,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,14?,Marriage to Another,Rev. Preston Graham,3/21/2010,Romans 7:1-6,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,15,Exasperated Unto Salvation,Rev. Preston Graham,3/28/2010,Romans 7:1-6,,,,,,
The Sunday Sermon,The Sunday Sermon,Romans,16?,An Easter Epilogue for the Children of Hope,Rev. Preston Graham,4/4/2010,Romans 8:9-30,,,,,,
